date,country,adserver_id,offers_id,partners_id,status,device,carrier,views,bcpm,sent,earned,cpm,leads,conversion,roi
2015-12-09,RU,22,67,6,A,iPhone,tele2,0,0.5,0,0,0,0,0,0
2015-12-09,RU,22,67,6,A,iPhone,beeline,0,0.5,0,0,0,0,0,0
2015-12-09,RU,22,67,6,A,iPhone,megafon,78,0,0,0,0,0,0,0
2015-12-09,UK,22,103,3,A,iPhone,t-mobile uk,81,0.5,0.04,0,0,0,0,0
2015-12-09,FR,22,103,3,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-09,UK,102,103,3,A,iPhone,vodafone uk,369,0.5,0.18,12.25,33.2,5,1.36,6806
2015-12-09,FR,102,40,3,A,iPhone,orange,9,0.5,0,0,0,0,0,0
2015-12-09,UK,102,29,3,A,iPhone,vodafone uk,860,0.5,0.43,19.25,22.38,11,1.28,4477
2015-12-09,FR,22,32,3,A,Android,bouygues,1,0.5,0,0,0,0,0,0
2015-12-09,FR,102,47,5,A,Android,sfr,25,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,50,5,A,iPhone,telstra,67,0.5,0.03,0,0,0,0,0
2015-12-09,FR,102,63,3,A,Android,orange,27,0.5,0.01,0,0,0,0,0
2015-12-09,FR,102,98,7,A,Android,orange,27,0.5,0.01,0,0,0,0,0
2015-12-09,FR,102,45,5,A,iPhone,orange,6,0.5,0,0,0,0,0,0
2015-12-09,AU,102,39,3,A,iPhone,telstra,67,0.5,0.03,0,0,0,0,0
2015-12-09,FR,102,45,5,A,iPhone,sfr,69,0.5,0.03,3.57,51.74,3,4.35,11900
2015-12-09,FR,102,47,5,A,iPhone,sfr,4,0.5,0,0,0,0,0,0
2015-12-09,FR,102,47,5,A,Android,orange,27,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,50,5,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-09,FR,102,103,3,A,iPhone,orange,32,0.5,0.02,0,0,0,0,0
2015-12-09,FR,102,29,3,A,iPhone,sfr,161,0.5,0.08,17.15,106.52,7,4.35,21437
2015-12-09,FR,102,29,3,A,iPhone,orange,174,0.5,0.09,46.55,267.53,19,10.92,51722
2015-12-09,FR,102,103,3,A,iPhone,sfr,5,0.5,0,0,0,0,0,0
2015-12-09,FR,102,39,3,A,iPhone,sfr,5,0.5,0,0,0,0,0,0
2015-12-09,FR,102,32,3,A,Android,orange,28,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,46,5,A,iPhone,optus,12,0.5,0.01,0,0,0,0,0
2015-12-09,FR,102,40,3,A,iPhone,sfr,20,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,38,5,A,iPhone,optus,12,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,39,3,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-10,FR,22,48,5,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-09,AU,102,41,5,A,iPhone,optus,11,0.5,0.01,0,0,0,0,0
2015-12-09,AU,102,25,8,A,iPhone,Telstra,0,0.5,0,3.86,0,2,0,0
2015-12-09,UK,22,103,3,A,iPhone,3,0,0.5,0,9.8,0,4,0,0
2015-12-09,IN,102,54,6,A,iPhone,airtel,1,0.5,0,0,0,0,0,0
2015-12-10,FR,102,40,3,A,iPhone,sfr,8,0.5,0,0,0,0,0,0
2015-12-09,UK,20,29,3,A,iPhone,3,3437,0.5,1.72,7,2.04,4,0.12,407
2015-12-09,AU,102,25,8,A,Android,Vodafone,0,0.5,0,1.3565,0,2,0,0
2015-12-09,FR,22,29,3,A,iPhone,sfr,1,0.5,0,0,0,0,0,0
2015-12-10,UK,22,29,3,A,iPhone,3,6185,0.5,3.09,57.75,9.34,33,0.53,1869
2015-12-10,UK,22,29,3,A,iPhone,t-mobile uk,636,0.5,0.32,1.75,2.75,1,0.16,547
2015-12-10,UK,22,29,3,A,iPhone,vodafone uk,575,0.5,0.29,1.75,3.04,1,0.17,603
2015-12-10,FR,22,29,3,A,iPhone,free mobile,3584,0.5,1.79,2.45,0.68,1,0.03,137
2015-12-10,FR,22,16,1,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,FR,22,18,8,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,FR,22,32,3,A,Android,orange,0,0.5,0,0,0,0,0,0
2015-12-10,FR,22,48,5,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,FR,22,52,5,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,UK,22,61,7,A,iPhone,t-mobile uk,212,0.5,0.11,0,0,0,0,0
2015-12-10,UK,22,61,7,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-10,UK,22,62,7,A,iPhone,t-mobile uk,212,0.5,0.11,0,0,0,0,0
2015-12-10,UK,22,62,7,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-10,UK,22,103,3,A,iPhone,t-mobile uk,213,0.5,0.11,0,0,0,0,0
2015-12-10,UK,22,103,3,A,iPhone,vodafone uk,515,0.5,0.26,2.45,4.76,1,0.19,942
2015-12-10,FR,22,103,3,A,iPhone,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,UK,20,17,8,A,iPhone,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-10,UK,20,17,8,A,iPhone,t-mobile uk,649,0.5,0.32,0,0,0,0,0
2015-12-10,UK,20,29,3,A,iPhone,vodafone uk,3068,0.5,1.53,47.25,15.4,27,0.88,3088
2015-12-10,UK,20,29,3,A,iPhone,t-mobile uk,391,0.5,0.2,1.75,4.48,1,0.26,875
2015-12-10,UK,102,29,3,A,iPhone,vodafone uk,641,0.5,0.32,17.5,27.3,10,1.56,5469
2015-12-10,FR,102,29,3,A,iPhone,orange,136,0.5,0.07,14.7,108.09,6,4.41,21000
2015-12-10,FR,102,29,3,A,iPhone,sfr,95,0.5,0.05,14.7,154.74,6,6.32,29400
2015-12-10,FR,102,32,3,A,Android,sfr,262,0.5,0.13,7,26.72,4,1.53,5385
2015-12-10,FR,102,32,3,A,Android,orange,107,0.5,0.05,0,0,0,0,0
2015-12-10,AU,102,38,5,A,Android,optus,466,0.5,0.23,0,0,0,0,0
2015-12-10,AU,102,39,3,A,iPhone,telstra,119,0.5,0.06,0,0,0,0,0
2015-12-10,FR,102,39,3,A,iPhone,sfr,12,0.5,0.01,0,0,0,0,0
2015-12-10,FR,102,40,3,A,iPhone,orange,7,0.5,0,0,0,0,0,0
2015-12-10,AU,102,41,5,A,Android,optus,63,0.5,0.03,0,0,0,0,0
2015-12-10,FR,102,45,5,A,iPhone,sfr,47,0.5,0.02,3.57,75.96,3,6.38,17850
2015-12-10,AU,102,46,5,A,iPhone,telstra,119,0.5,0.06,0,0,0,0,0
2015-12-10,AU,102,46,5,A,Android,telstra,79,0.5,0.04,0,0,0,0,0
2015-12-10,AU,102,46,5,A,Android,optus,63,0.5,0.03,0,0,0,0,0
2015-12-10,FR,102,47,5,A,iPhone,sfr,12,0.5,0.01,0,0,0,0,0
2015-12-10,FR,102,47,5,A,iPhone,orange,24,0.5,0.01,0,0,0,0,0
2015-12-10,FR,102,47,5,A,Android,orange,107,0.5,0.05,0,0,0,0,0
2015-12-10,FR,102,47,5,A,Android,sfr,118,0.5,0.06,0,0,0,0,0
2015-12-10,UK,20,49,5,A,iPhone,t-mobile uk,0,0.5,0,0,0,0,0,0
2015-12-10,AU,102,50,5,A,iPhone,telstra,119,0.5,0.06,0,0,0,0,0
2015-12-10,AU,102,50,5,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-10,AU,102,50,5,A,Android,optus,63,0.5,0.03,0,0,0,0,0
2015-12-10,FR,102,63,3,A,Android,sfr,118,0.5,0.06,0,0,0,0,0
2015-12-10,FR,102,63,3,A,Android,orange,107,0.5,0.05,0,0,0,0,0
2015-12-10,IN,102,64,3,A,iPhone,vodafone in,10921,0.5,5.46,47.04,4.31,56,0.51,862
2015-12-10,FR,102,98,7,A,Android,orange,107,0.5,0.05,0,0,0,0,0
2015-12-10,UK,20,103,3,A,iPhone,t-mobile uk,316,0.5,0.16,2.45,7.75,1,0.32,1531
2015-12-10,UK,102,103,3,A,iPhone,vodafone uk,210,0.5,0.1,7.35,35,3,1.43,7350
2015-12-10,FR,102,103,3,A,iPhone,orange,24,0.5,0.01,0,0,0,0,0
2015-12-10,FR,102,103,3,A,iPhone,sfr,12,0.5,0.01,0,0,0,0,0
2015-12-10,FR,22,52,5,A,Android,free mobile,0,0.5,0,0,0,0,0,0
2015-12-10,RU,22,96,7,A,Android,Mts,0,0.5,0,0.36,0,1,0,0
2015-12-10,AU,102,46,5,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-10,AU,102,38,5,A,iPhone,optus,140,0.5,0.07,0,0,0,0,0
2015-12-10,AU,102,23,8,A,iPhone,Telstra,0,0.5,0,6.94,0,3,0,0
2015-12-10,AU,102,39,3,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-10,AU,102,41,5,A,iPhone,optus,140,0.5,0.07,0,0,0,0,0
2015-12-10,FR,102,24,8,A,Android,Orange,0,0.5,0,0.94,0,2,0,0
2015-12-10,AU,102,25,8,A,Android,Telstra,0,0.5,0,1.3565,0,2,0,0
2015-12-10,FR,102,24,8,A,Android,Sfr,0,0.5,0,0.47,0,1,0,0
2015-12-10,IN,102,54,6,A,iPhone,airtel,2,0.5,0,0,0,0,0,0
2015-12-10,UK,22,32,3,A,Android,3,0,0.5,0,5.6,0,4,0,0
2015-12-10,FR,102,47,5,A,iPhone,bouygues,1,0.5,0,0,0,0,0,0
2015-12-10,AU,102,25,8,A,iPhone,Telstra,0,0.5,0,1.93,0,1,0,0
2015-12-11,UK,20,29,3,A,iPhone,T-mobile uk,192,0.5,0.1,7,36.46,4,2.08,7000
2015-12-11,AU,102,25,8,A,iPhone,Telstra,0,0.5,0,3.855,0,2,0,0
2015-12-11,UK,20,29,3,A,iPhone,3,6990,0.5,3.5,43.75,6.26,25,0.36,1250
2015-12-10,UK,20,33,3,A,Android,3,0,0.5,0,0,0,0,0,0
2015-12-10,UK,20,33,3,A,Android,t-mobile uk,846,0.5,0.42,0,0,0,0,0
2015-12-10,UK,20,33,3,A,Android,vodafone uk,0,0.5,0,0,0,0,0,0
2015-12-11,UK,22,29,3,A,iPhone,3,4847,0.5,2.42,31.5,6.5,18,0.37,1302
2015-12-10,UK,22,33,3,A,Android,t-mobile uk,589,0.5,0.29,0,0,0,0,0
2015-12-10,UK,22,33,3,A,Android,3,0,0.5,0,0,0,0,0,0
2015-12-10,UK,22,33,3,A,Android,vodafone uk,819,0.5,0.41,0,0,0,0,0
2015-12-10,AU,22,38,5,A,iPhone,vodafone,0,0.5,0,0,0,0,0,0
2015-12-10,AU,22,38,5,A,Android,vodafone,0,0.5,0,0,0,0,0,0
2015-12-10,AU,22,90,3,A,Android,vodafone,174,0.5,0.09,0,0,0,0,0
2015-12-10,AU,22,91,3,A,iPhone,vodafone,0,0.5,0,0,0,0,0,0
2015-12-10,UK,20,103,3,A,iPhone,vodafone uk,829,0.5,0.41,0,0,0,0,0
2015-12-11,UK,20,17,8,A,iPhone,t-mobile uk,344,0.5,0.17,0,0,0,0,0
2015-12-11,UK,20,29,3,A,iPhone,Vodafone uk,953,0.5,0.48,29.75,31.22,17,1.78,6198
2015-12-11,UK,20,33,3,A,Android,3,0,0.5,0,15.75,0,5,0,0
2015-12-11,FR,102,29,3,A,iPhone,Orange,99,0.5,0.05,17.15,173.23,7,7.07,34300
2015-12-10,FR,22,29,3,A,iPhone,sfr,1,0.5,0,0,0,0,0,0
2015-12-11,UK,20,33,3,A,Android,t-mobile uk,960,0.5,0.48,6.3,6.56,2,0.21,1312
2015-12-11,UK,20,33,3,A,Android,vodafone uk,0,0.5,0,3.15,0,1,0,0
2015-12-11,UK,22,33,3,A,Android,3,0,0.5,0,3.15,0,1,0,0
2015-12-11,UK,22,33,3,A,Android,vodafone uk,2181,0.5,1.09,3.15,1.44,1,0.05,289
2015-12-11,IN,102,64,3,A,iPhone,vodafone in,5666,0.5,2.83,20.16,3.56,24,0.42,712
2015-12-11,AU,22,91,3,A,iPhone,vodafone,0,0.5,0,0,0,0,0,0
2015-12-11,UK,20,103,3,A,iPhone,t-mobile uk,153,0.5,0.08,0,0,0,0,0
2015-12-11,UK,20,103,3,A,iPhone,vodafone uk,396,0.5,0.2,2.45,6.19,1,0.25,1225
2015-12-11,UK,22,29,3,A,iPhone,t-mobile uk,291,0.5,0.15,0,0,0,0,0
2015-12-11,UK,22,29,3,A,iPhone,vodafone uk,335,0.5,0.17,3.5,10.45,2,0.6,2059
2015-12-11,FR,22,29,3,A,iPhone,free mobile,6949,0.5,3.47,4.9,0.71,2,0.03,141
2015-12-11,FR,102,32,3,A,Android,sfr,50,0.5,0.02,3.5,70,2,4,17500
2015-12-11,UK,22,33,3,A,Android,t-mobile uk,1011,0.5,0.51,0,0,0,0,0
2015-12-11,AU,22,38,5,A,iPhone,vodafone,0,0.5,0,0,0,0,0,0
2015-12-11,AU,22,38,5,A,Android,vodafone,0,0.5,0,0,0,0,0,0
2015-12-11,AU,102,38,5,A,Android,optus,366,0.5,0.18,0,0,0,0,0
2015-12-11,AU,102,38,5,A,iPhone,optus,95,0.5,0.05,0,0,0,0,0
2015-12-11,AU,102,39,3,A,iPhone,telstra,61,0.5,0.03,0,0,0,0,0
2015-12-11,AU,102,41,5,A,Android,optus,49,0.5,0.02,0,0,0,0,0
2015-12-11,AU,102,41,5,A,iPhone,optus,95,0.5,0.05,0,0,0,0,0
2015-12-11,AU,102,46,5,A,Android,optus,50,0.5,0.02,0,0,0,0,0
2015-12-11,AU,102,46,5,A,Android,telstra,56,0.5,0.03,0,0,0,0,0
2015-12-11,AU,102,46,5,A,iPhone,telstra,61,0.5,0.03,0,0,0,0,0
2015-12-11,AU,102,46,5,A,iPhone,optus,0,0.5,0,0,0,0,0,0
2015-12-11,AU,102,50,5,A,Android,optus,49,0.5,0.02,0,0,0,0,0
2015-12-11,AU,102,50,5,A,iPhone,telstra,61,0.5,0.03,0,0,0,0,0
2015-12-11,UK,22,61,7,A,iPhone,t-mobile uk,97,0.5,0.05,0,0,0,0,0
2015-12-11,UK,22,62,7,A,iPhone,t-mobile uk,97,0.5,0.05,0,0,0,0,0
2015-12-11,FR,102,63,3,A,Android,sfr,53,0.5,0.03,0,0,0,0,0
2015-12-11,FR,102,63,3,A,Android,orange,60,0.5,0.03,0,0,0,0,0
2015-12-11,AU,22,90,3,A,Android,vodafone,1339,0.5,0.67,0,0,0,0,0
2015-12-11,FR,102,98,7,A,Android,orange,60,0.5,0.03,0,0,0,0,0
2015-12-11,UK,22,103,3,A,iPhone,t-mobile uk,97,0.5,0.05,0,0,0,0,0
2015-12-11,UK,22,103,3,A,iPhone,vodafone uk,301,0.5,0.15,0,0,0,0,0
2015-12-11,FR,102,39,3,A,iPhone,sfr,7,0.5,0,0,0,0,0,0
2015-12-11,FR,22,32,3,A,Android,sfr,1,0.5,0,0,0,0,0,0
2015-12-11,FR,102,47,5,A,iPhone,orange,14,0.5,0.01,0,0,0,0,0
2015-12-11,FR,102,47,5,A,iPhone,sfr,7,0.5,0,0,0,0,0,0
2015-12-11,FR,22,32,3,A,Android,bouygues,2,0.5,0,0,0,0,0,0
2015-12-11,FR,102,32,3,A,Android,orange,59,0.5,0.03,0,0,0,0,0
2015-12-11,FR,102,47,5,A,Android,sfr,53,0.5,0.03,0,0,0,0,0
2015-12-11,UK,102,103,3,A,iPhone,vodafone uk,49,0.5,0.02,0,0,0,0,0
2015-12-11,UK,102,29,3,A,iPhone,vodafone uk,195,0.5,0.1,3.5,17.95,2,1.03,3500
2015-12-11,FR,102,40,3,A,iPhone,orange,5,0.5,0,0,0,0,0,0
2015-12-11,FR,102,47,5,A,Android,orange,59,0.5,0.03,0,0,0,0,0
2015-12-11,FR,22,32,3,A,Android,orange,1,0.5,0,0,0,0,0,0
2015-12-11,FR,102,45,5,A,iPhone,sfr,12,0.5,0.01,0,0,0,0,0
2015-12-11,FR,102,29,3,A,iPhone,sfr,65,0.5,0.03,9.8,150.77,4,6.15,32667
2015-12-11,FR,102,103,3,A,iPhone,orange,14,0.5,0.01,0,0,0,0,0
2015-12-11,FR,102,103,3,A,iPhone,sfr,7,0.5,0,0,0,0,0,0
2015-12-11,FR,102,40,3,A,iPhone,sfr,3,0.5,0,0,0,0,0,0
2015-12-11,FR,102,45,5,A,iPhone,orange,4,0.5,0,0,0,0,0,0
2015-12-11,AU,102,69,3,A,iPhone,vodafone,214,0.5,0.11,0,0,0,0,0
2015-12-11,AU,102,69,3,A,iPhone,optus,71,0.5,0.04,0,0,0,0,0
2015-12-11,AU,102,69,3,A,iPhone,telstra,14,0.5,0.01,0,0,0,0,0
2015-12-11,CH,102,105,3,A,Android,swisscom,148,0.5,0.07,0,0,0,0,0
2015-12-11,CH,102,105,3,A,Android,sunrise,305,0.5,0.15,0,0,0,0,0
2015-12-11,FR,102,69,3,A,iPhone,orange,7,0.5,0,0,0,0,0,0
2015-12-11,FR,102,69,3,A,iPhone,sfr,3,0.5,0,0,0,0,0,0
2015-12-11,UK,102,39,3,A,iPhone,vodafone uk,28,0.5,0.01,0,0,0,0,0
2015-12-11,UK,102,69,3,A,iPhone,vodafone uk,21,0.5,0.01,0,0,0,0,0
2015-12-11,IN,102,54,6,A,iPhone,idea cellular ltd,413,0.5,0.21,0,0,0,0,0
2015-12-11,IN,102,54,6,A,iPhone,vodafone in,694,0.5,0.35,1.05,1.51,1,0.14,300
